"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:2Aq78kKI9yuloJQkcbhQbU","Time (feat. Ariana Grande)","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL, spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Childish Gambino, Ariana Grande","spotify:album:600ClrWRsAr7jZ0qjaBLHz","3.15.20","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2020-03-22","https://i.scdn.co/image/ab67616d0000b2734c8974d1d37295694d7d4e8f","1","3","367293","https://p.scdn.co/mp3-preview/9677c4cad2ac1ad6c1b85ff6cfaa3db083893da2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:rileybrady0","2022-04-13T18:36:30Z"
"spotify:track:7l8qR2ndOxgE9hbfQf6gxA","47.48","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:600ClrWRsAr7jZ0qjaBLHz","3.15.20","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2020-03-22","https://i.scdn.co/image/ab67616d0000b2734c8974d1d37295694d7d4e8f","1","11","360933","https://p.scdn.co/mp3-preview/e7f83562864fbd39c79c631c59236948b8af79d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","spotify:user:rileybrady0","2022-04-13T18:45:19Z"
"spotify:track:7hRYauk30VeBFmdeFQPNVx","Never In Your Sun","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","spotify:album:1nLKZqTGA48v3I8dNFkvQt","In Square Circle","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","1985-09-13","https://i.scdn.co/image/ab67616d0000b273ed0ddbe4b2590f448e9845be","1","5","246960","https://p.scdn.co/mp3-preview/243955b3e2f2b823e7c3e3d45772b609557afca5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","spotify:user:rileybrady0","2022-04-13T18:47:10Z"
"spotify:track:5f6esnDQcBiFAm8iMfkw12","Silkk da Shocka (feat. Syd)","spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM, spotify:artist:3jk39CGeaaSO3FPKNx1RUx","Isaiah Rashad, Syd","spotify:album:6jjX8mGrsWtrpYpFhGMrg1","The Sun's Tirade","spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM","Isaiah Rashad","2016-09-02","https://i.scdn.co/image/ab67616d0000b273fbdec8696ff05ae19265dfa0","1","8","166086","https://p.scdn.co/mp3-preview/eabd2ab4b7c3fff74c375d844685f54dbd5bcb71?cid=9950ac751e34487dbbe027c4fd7f8e99","true","62","spotify:user:rileybrady0","2022-04-13T18:47:46Z"
"spotify:track:35tvFRelcuAtEcnXbHluWP","Bossa Obsession","spotify:artist:0kLFnRs78hj5ZO9U2q4dvC, spotify:artist:6SriSkwb0O4iOFjdRVk26t, spotify:artist:1J7HG97AhYtzkP2CYNby7F","Good Party Music Collection, Instrumental Jazz Música Ambiental, Relax Time Zone","spotify:album:1o7pPH6JhqZbv2Q06eZXBK","Spanish Dance Jazz: Catchy Instrumental Pieces that’ll Make You Dance","spotify:artist:0kLFnRs78hj5ZO9U2q4dvC, spotify:artist:6SriSkwb0O4iOFjdRVk26t, spotify:artist:1J7HG97AhYtzkP2CYNby7F","Good Party Music Collection, Instrumental Jazz Música Ambiental, Relax Time Zone","2020-08-19","https://i.scdn.co/image/ab67616d0000b273139251dea55daa1a18583416","1","4","206713","https://p.scdn.co/mp3-preview/e0503b0c5c6613142fe4a8bb32015ec3ca1decff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","spotify:user:rileybrady0","2022-04-13T18:47:59Z"
"spotify:track:3TFNxpIwIzMi3jsMRy9GVZ","Shy","spotify:artist:5O35zGUolf87RATk2NgSD3","Hether","spotify:album:3GB1leLOnXrqHy7dTFZ9I8","Shy","spotify:artist:5O35zGUolf87RATk2NgSD3","Hether","2019-11-06","https://i.scdn.co/image/ab67616d0000b273baa6d3abf4aed5d484803615","1","1","201697","https://p.scdn.co/mp3-preview/8cf9517bb765c67c465678a9a646c2883403971e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","spotify:user:rileybrady0","2022-04-14T19:25:44Z"
"spotify:track:4BHSjbYylfOH5WAGusDyni","YAH.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","spotify:album:4eLPsYPBmXABThSJ821sqY","DAMN.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","2017-04-14","https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699","1","3","160293","https://p.scdn.co/mp3-preview/a35cc2a4e6db2a39c1f5bf4dc2e3e74a3b1b114e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","spotify:user:rileybrady0","2022-04-17T21:18:47Z"
"spotify:track:2ns1kl3c5NMvGCt2xVMNlI","Score (feat. SZA & 6LACK)","spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP, spotify:artist:4IVAbR2w4JJNJDDRFP3E83","Isaiah Rashad, SZA, 6LACK","spotify:album:6TQ8nqw43uUOWu7Yqp58ko","The House Is Burning","spotify:artist:6aaMZ3fcfLv4tEbmY7bjRM","Isaiah Rashad","2021-07-30","https://i.scdn.co/image/ab67616d0000b273ac895ae149e004dcbb6367be","1","14","200968","https://p.scdn.co/mp3-preview/bea8380022b0aa30ef1e7b9237b24f3184938403?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","spotify:user:rileybrady0","2022-04-17T23:00:54Z"
"spotify:track:4vS4FB3HXgOSmICeqEY0Gh","35.31","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:600ClrWRsAr7jZ0qjaBLHz","3.15.20","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2020-03-22","https://i.scdn.co/image/ab67616d0000b2734c8974d1d37295694d7d4e8f","1","8","236506","https://p.scdn.co/mp3-preview/56b082dad04d2fa695778604139750d88f9283db?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","spotify:user:rileybrady0","2022-04-18T15:49:06Z"
"spotify:track:3IB89bAf5k60jLUFoWAmn1","24.19","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:600ClrWRsAr7jZ0qjaBLHz","3.15.20","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2020-03-22","https://i.scdn.co/image/ab67616d0000b2734c8974d1d37295694d7d4e8f","1","6","479186","https://p.scdn.co/mp3-preview/547cef2f69452e95256c203dd511f8597a37c0da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","spotify:user:rileybrady0","2022-04-18T16:04:35Z"
"spotify:track:3baESV24ilV6meyqLUh0WU","Have Some Love","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:4Carzsnpd6yvuHZ49I0oz8","""Awaken, My Love!""","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2016-12-02","https://i.scdn.co/image/ab67616d0000b273f78c98bbf2b3c9e2a764203e","1","2","224253","","false","53","spotify:user:rileybrady0","2022-04-21T20:06:06Z"
"spotify:track:5hVghJ4KaYES3BFUATCYn0","EARFQUAKE","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","spotify:album:5zi7WsKlIiUXv09tbGLKsE","IGOR","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","2019-05-17","https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57","1","2","190066","https://p.scdn.co/mp3-preview/eb91598e2eff6bb15fefc04aa6acdeb071256db4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","81","spotify:user:rileybrady0","2022-04-25T17:37:18Z"
"spotify:track:5XMtZsNkezcv695DQSZo0L","Awake","spotify:artist:2YqJwmohaNjg9lg51flSax, spotify:artist:16rCzZOMQX7P8Kmn5YKexI","Chiiild, Mahalia","spotify:album:2opiJIrYClkW7qD2vM6vSi","Hope For Sale","spotify:artist:2YqJwmohaNjg9lg51flSax","Chiiild","2021-07-23","https://i.scdn.co/image/ab67616d0000b2735744af044da7b1179211dfa2","1","4","226733","https://p.scdn.co/mp3-preview/c79eb90f14635494aa54ebd2e455d055fcad9385?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:rileybrady0","2022-04-25T19:12:20Z"
"spotify:track:3JJL91ilRV6fXhKqu0FGXs","HOT WIND BLOWS (feat. Lil Wayne)","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF, spotify:artist:55Aa2cqylxrFIXC767Z865","Tyler\, The Creator, Lil Wayne","spotify:album:45ba6QAtNrdv6Ke4MFOKk9","CALL ME IF YOU GET LOST","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","2021-06-25","https://i.scdn.co/image/ab67616d0000b273696b4e67423edd64784bfbb4","1","6","155292","https://p.scdn.co/mp3-preview/30325df4637d6da61d906e7ca62590ba7af95587?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","spotify:user:rileybrady0","2022-04-28T18:58:05Z"
"spotify:track:7gh2v4IHnxdiwSgA6xluhe","Through the Fire","spotify:artist:6mQfAAqZGBzIfrmlZCeaYT","Chaka Khan","spotify:album:08yanJqA75TPyDowCXvvPU","I Feel for You","spotify:artist:6mQfAAqZGBzIfrmlZCeaYT","Chaka Khan","1984","https://i.scdn.co/image/ab67616d0000b2738be5f9356ee08a1f9e67ff87","1","8","288653","https://p.scdn.co/mp3-preview/af1b22ecb2a1b26616a1ab4fbc3ec2075b71bb80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","spotify:user:rileybrady0","2022-04-29T17:32:35Z"
"spotify:track:4cbehXRvt6BWzrdjoHuAqZ","Night and Day","spotify:artist:13ccXrK7AmXb4TddMkE7jy","Everything But The Girl","spotify:album:11qoiHToc7Q987ptdWfa1Z","Night and Day","spotify:artist:13ccXrK7AmXb4TddMkE7jy","Everything But The Girl","1982-11-01","https://i.scdn.co/image/ab67616d0000b2735a4d4a2d524e25ace0d3de18","1","1","175200","","false","0","spotify:user:rileybrady0","2022-05-01T12:06:21Z"
"spotify:track:31pfOGCRJ4YHib8pur9G7X","Feeling Dizzy","spotify:artist:13ccXrK7AmXb4TddMkE7jy","Everything But The Girl","spotify:album:0fcIVkoXdoMADxdq7Rbh1r","Night and Day","spotify:artist:13ccXrK7AmXb4TddMkE7jy","Everything But The Girl","1982-11-01","https://i.scdn.co/image/ab67616d0000b273efca67033ddd0f1d3b70ed25","1","2","254960","https://p.scdn.co/mp3-preview/ea6fec1f13f3b7d711d2cde344735140dd3d8f9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:rileybrady0","2022-05-01T12:06:32Z"
"spotify:track:5Pldw6q3Qa9tfWqXFWRSGY","SMiLE","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","spotify:album:05C5mWohpPDcW8VmRBJHpk","SMiLE","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","2022-04-29","https://i.scdn.co/image/ab67616d0000b2738b2ff400eddbf4c02052e3b2","1","1","191361","https://p.scdn.co/mp3-preview/4d417ba0c5a8734fd28235c4831cbc31a9a6845b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","spotify:user:rileybrady0","2022-05-01T12:11:35Z"
"spotify:track:5n51TQaO80RWJkN15Bi5Zt","THANK U","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","spotify:album:6Ry3l6OAaG7nEo4lhB8vd8","THANK U","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","2022-04-22","https://i.scdn.co/image/ab67616d0000b273aa7b8be4ec9a752181f7a3ea","1","1","45233","https://p.scdn.co/mp3-preview/eb3ea868909a346f586aac0bf42dd69a8fcecb59?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:rileybrady0","2022-05-02T13:16:49Z"
"spotify:track:6FBzhcfgGacfXF3AmtfEaX","C U Girl","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","spotify:album:33jE0rzk63VdTJcDukmjRa","C U Girl","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","2015-02-15","https://i.scdn.co/image/ab67616d0000b273447d52024a6ac588ad418ae5","1","1","129697","https://p.scdn.co/mp3-preview/2cb7866771aa859a34c76845ba99df1868ee019e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","spotify:user:rileybrady0","2022-05-02T13:17:34Z"
"spotify:track:5uXO1sjZ7VbNKexKaFRna3","Please Do Not Lean (feat. BADBADNOTGOOD)","spotify:artist:20wkVLutqVOYrc0kxFs7rA, spotify:artist:65dGLGjkw3UbddUg2GKQoZ","Daniel Caesar, BADBADNOTGOOD","spotify:album:2kdNEYAPZlAoMaIzYQWM8U","Please Do Not Lean","spotify:artist:20wkVLutqVOYrc0kxFs7rA","Daniel Caesar","2022-04-22","https://i.scdn.co/image/ab67616d0000b27367a8afb7c3e34748f5faf8d8","1","1","240937","https://p.scdn.co/mp3-preview/bbead6f681fcf92f7aef8e359cc4027b39593443?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:rileybrady0","2022-05-02T21:20:39Z"
"spotify:track:3qvuhGBr6BSdGPQsdf2gLr","Living For The City","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","spotify:album:5jgI8Eminx9MmLBontDWq8","Innervisions","spotify:artist:7guDJrEfX3qb6FEbdPA5qi","Stevie Wonder","1973-08-03","https://i.scdn.co/image/ab67616d0000b273ea8ab1a548312b79ac955266","1","3","442866","https://p.scdn.co/mp3-preview/75dc1f1127e5b6ec9d59e495b04dcd08b87705d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","spotify:user:rileybrady0","2022-05-13T01:38:16Z"
"spotify:track:23MF54AtVwpMkuQb4R70Rq","KOVERT","spotify:artist:1ybINI1qPiFbwDXamRtwxD","Smino","spotify:album:5rVlqi2fHOmWB764N8PsWF","NOIR","spotify:artist:1ybINI1qPiFbwDXamRtwxD","Smino","2018-11-08","https://i.scdn.co/image/ab67616d0000b273418c202dda058a337ddb0f92","1","1","278500","https://p.scdn.co/mp3-preview/f72e5dd3d6e7e9dede96c1f4d1443774b373774b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","spotify:user:rileybrady0","2022-05-13T17:14:51Z"
"spotify:track:4M2t7bP4Mq87mGMn0PObUX","untitled 06 | 06.30.2014.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","spotify:album:0kL3TYRsSXnu0iJvFO3rud","untitled unmastered.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","2016-03-04","https://i.scdn.co/image/ab67616d0000b2738c697f553a46006a5d8886b2","1","6","208013","https://p.scdn.co/mp3-preview/2b7fc3f9fa0e4eb50662537b9ac4d6c234933d55?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","spotify:user:rileybrady0","2022-05-19T19:47:53Z"
"spotify:track:25BSBxpCtoDbOpVd7cpqbw","Stand Tall","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:4Carzsnpd6yvuHZ49I0oz8","""Awaken, My Love!""","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2016-12-02","https://i.scdn.co/image/ab67616d0000b273f78c98bbf2b3c9e2a764203e","1","11","370773","","false","52","spotify:user:rileybrady0","2022-06-02T02:41:09Z"
"spotify:track:5LKzqs734Xs528hqK8bGS1","You Can't Save Me","spotify:artist:3QTDHixorJelOLxoxcjqGx","SiR","spotify:album:5zUDvKAyEKkrhYLWJJWGPQ","Chasing Summer","spotify:artist:3QTDHixorJelOLxoxcjqGx","SiR","2019-08-30","https://i.scdn.co/image/ab67616d0000b273bbee5481e94a03f4fd26fac4","1","3","174946","https://p.scdn.co/mp3-preview/574bfd3f4fcb0c322bb04b364bfda533ead7a8ff?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","spotify:user:rileybrady0","2022-06-02T04:24:22Z"
"spotify:track:6IAgarq2wDeYzpsY2Kx0Hw","Almeda","spotify:artist:2auiVi8sUZo17dLy1HwrTU","Solange","spotify:album:4WF4HvVT7VjGnVjxjoCR6w","When I Get Home","spotify:artist:2auiVi8sUZo17dLy1HwrTU","Solange","2019-03-01","https://i.scdn.co/image/ab67616d0000b273b1150f77ae2fbf0d5b4715fc","1","9","236120","https://p.scdn.co/mp3-preview/83dab9f9de26781bcc58be187c5733d39f0b57de?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","spotify:user:rileybrady0","2022-06-09T05:33:53Z"
"spotify:track:2CnrJj6Jz4vSe5E1hsWtpg","OKAGA, CA (feat. Alice Smith, Leon Ware & Clem Creevy)","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF, spotify:artist:4srikj7R58tanh2S0FpoVw, spotify:artist:3DwcX6M6GF3KGWbVmfNp8G, spotify:artist:0B5GFW22aAZnJHd9AdVQOS","Tyler\, The Creator, Alice Smith, Leon Ware, Clem Creevy","spotify:album:621OhgnZJ7Pz8iUazct1In","Cherry Bomb","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","2015-04-13","https://i.scdn.co/image/ab67616d0000b273e4bf0d3d9e0224a30ca5f665","1","13","397384","https://p.scdn.co/mp3-preview/02d63d1efc866565b5d7bad044dc83f238dc6821?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","spotify:user:rileybrady0","2022-06-15T15:38:17Z"
"spotify:track:7unx2Rvsq8D0RfOLRXclTA","For Sale? - Interlude","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","spotify:album:7ycBtnsMtyVbbwTfJwRjSP","To Pimp A Butterfly","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","2015-03-16","https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1","1","8","291720","https://p.scdn.co/mp3-preview/eb1df580e2c58c79b28fa02ce760e94043ceb78d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","spotify:user:rileybrady0","2022-06-15T15:38:56Z"
"spotify:track:5m9OR6G4lNt9Da6dy1xpHx","Never Gonna Be Alone (feat. Lizzy McAlpine & John Mayer)","spotify:artist:0QWrMNukfcVOmgEU0FEDyD, spotify:artist:1GmsPCcpKgF9OhlNXjOsbS, spotify:artist:0hEurMDQu99nJRq8pTxO14","Jacob Collier, Lizzy McAlpine, John Mayer","spotify:album:0rFjAGsF5UhG8hPeirWaHV","Never Gonna Be Alone (feat. Lizzy McAlpine & John Mayer)","spotify:artist:0QWrMNukfcVOmgEU0FEDyD, spotify:artist:1GmsPCcpKgF9OhlNXjOsbS","Jacob Collier, Lizzy McAlpine","2022-06-10","https://i.scdn.co/image/ab67616d0000b2734dcc2837e0aa90e8c8dbba3f","1","1","249946","https://p.scdn.co/mp3-preview/62b0952f7e1c05d510a36756cc5235fd73149da9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:rileybrady0","2022-06-25T02:59:12Z"
"spotify:track:5w5R9ShCe6pwiTsaX7HjCm","Cold as Ice","spotify:artist:4VWnuR2hpj6DZNfcpe4e3M","Bekon","spotify:album:4WPpkvX7xqyRfLlWYUdXok","Get With The Times","spotify:artist:4VWnuR2hpj6DZNfcpe4e3M","Bekon","2018-01-24","https://i.scdn.co/image/ab67616d0000b2731413cad8a4043c23a248a09d","1","3","236904","","false","31","spotify:user:rileybrady0","2022-06-26T16:42:13Z"
"spotify:track:7vr9frLcyCM4m6A4KS1sex","WHATUP","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","spotify:album:6mPWY9kVPFlpXTtxdwFUuO","WHATUP","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U","DOMi & JD BECK","2022-06-24","https://i.scdn.co/image/ab67616d0000b273e551e294e69852168982e610","1","1","148108","https://p.scdn.co/mp3-preview/57e0fc00122e4f1b2548a2efe2f999aaf58ec71c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","spotify:user:rileybrady0","2022-06-30T14:09:50Z"
"spotify:track:2QDFsehUg5Fui2LOVpCw3Q","Risk","spotify:artist:2FwDTncULUnmANIh7qKa5z, spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ","FKJ, Bas","spotify:album:2yCpdo20DhxBEPsyt8RUz6","Risk","spotify:artist:2FwDTncULUnmANIh7qKa5z, spotify:artist:70gP6Ry4Uo0Yx6uzPIdaiJ","FKJ, Bas","2019-11-05","https://i.scdn.co/image/ab67616d0000b273f73268b2a95c47354d2d14fd","1","1","238834","https://p.scdn.co/mp3-preview/dbe40873bd55ac79b400eff7d6f8ed282c3ffe55?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:rileybrady0","2022-07-05T21:23:54Z"
"spotify:track:0cciBj4236w1xByzZvn92D","Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)","spotify:artist:4596e2d3KmYzAeVenjCxfj, spotify:artist:20wkVLutqVOYrc0kxFs7rA, spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp","Free Nationals, Daniel Caesar, Unknown Mortal Orchestra","spotify:album:53oqFs4q8sfqH6IPiyleEN","Free Nationals","spotify:artist:4596e2d3KmYzAeVenjCxfj","Free Nationals","2019-12-13","https://i.scdn.co/image/ab67616d0000b273d93501aba7bc1140aac628c6","1","2","277046","https://p.scdn.co/mp3-preview/7a5b50078814c6e92b7419f90bd3f4003b8ab3fd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","69","spotify:user:rileybrady0","2022-07-06T15:35:40Z"
"spotify:track:3Fo54IlOlnwzMwGjjEqCzN","TAKE A CHANCE (feat. Anderson .Paak)","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U, spotify:artist:3jK9MiCrA42lLAdMGUZpwa","DOMi & JD BECK, Anderson .Paak","spotify:album:0ul8b1Rp5B7e8iZKSdvSlm","TAKE A CHANCE (feat. Anderson .Paak)","spotify:artist:4UpA1KitN1RgIZVyWDbZ0U, spotify:artist:3jK9MiCrA42lLAdMGUZpwa","DOMi & JD BECK, Anderson .Paak","2022-07-06","https://i.scdn.co/image/ab67616d0000b2733917813631ae3ef3ce42ed85","1","1","264412","https://p.scdn.co/mp3-preview/b2c68d83b8662e67075f5a5f82210c233e4760a2?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","spotify:user:rileybrady0","2022-07-07T15:04:11Z"
"spotify:track:6qBFSepqLCuh5tehehc1bd","Like I Want You","spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP","Giveon","spotify:album:1zHR48K6XtWYm6bhrw4J6C","TAKE TIME","spotify:artist:4fxd5Ee7UefO4CUXgwJ7IP","Giveon","2020-03-27","https://i.scdn.co/image/ab67616d0000b27318ff322fcdd47c9400872da6","1","7","260776","https://p.scdn.co/mp3-preview/727304ba4c411992a78fbf7f2085837e7cc97743?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","spotify:user:rileybrady0","2022-07-08T02:08:02Z"
"spotify:track:0AyTVvvC69cUbSzv7EYNwm","Give You Blue","spotify:artist:536osqBGKzeozje8BfcGsa","Allen Stone","spotify:album:6dqcqprGk1KMEwKJ0P3RdZ","APART","spotify:artist:536osqBGKzeozje8BfcGsa","Allen Stone","2021-11-12","https://i.scdn.co/image/ab67616d0000b273d82840e92dce32cdeb7db776","1","2","221791","https://p.scdn.co/mp3-preview/6c31744e6e454d83351ab437bf5600a5970d2c4e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","spotify:user:rileybrady0","2022-07-09T13:33:37Z"
"spotify:track:4oPNN7syJYSjzDhRerF966","Untitled (How Does It Feel)","spotify:artist:336vr2M3Va0FjyvB55lJEd","D'Angelo","spotify:album:2lO9yuuIDgBpSJzxTh3ai8","Voodoo","spotify:artist:336vr2M3Va0FjyvB55lJEd","D'Angelo","2000-01-01","https://i.scdn.co/image/ab67616d0000b2732b3dc336a7a69293c25d9ade","1","12","430800","https://p.scdn.co/mp3-preview/8c48ae30905a563acbe0e45356b96d992dd8b49b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:rileybrady0","2022-07-14T03:57:21Z"
"spotify:track:29nCFkQzewlDZKOnYSinZO","Two Worlds Apart","spotify:artist:6eXZu6O7nAUA5z6vLV8NKI","Little Simz","spotify:album:0DBoWQ52XUHtrZQdfAqOVj","Sometimes I Might Be Introvert","spotify:artist:6eXZu6O7nAUA5z6vLV8NKI","Little Simz","2021-09-03","https://i.scdn.co/image/ab67616d0000b2738880312891033e27f0e4341b","1","3","178066","https://p.scdn.co/mp3-preview/f0f1a2727ab888ac3c197f7dbe513a1ec3311ef6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","spotify:user:rileybrady0","2022-07-14T04:20:05Z"
"spotify:track:5fqjEmmbRJS7LoFwOqkcee","Clipped","spotify:artist:4lrP5UPxljRj14uzlXgZgv","Ben Reilly","spotify:album:6JLtQCr4wR5TbPMCK53XDt","Freelance: Charlie","spotify:artist:4lrP5UPxljRj14uzlXgZgv","Ben Reilly","2022-07-27","https://i.scdn.co/image/ab67616d0000b2737e84ed23b89cb60589f28fe6","1","6","183146","","true","27","spotify:user:rileybrady0","2022-08-05T21:55:34Z"
"spotify:track:1g3hJAu22j2gINrSTSpwp0","Johnson Song","spotify:artist:69tiO1fG8VWduDl3ji2qhI","Mt. Joy","spotify:album:3EP2uvI3t1m5UCCSA1iTtV","Orange Blood","spotify:artist:69tiO1fG8VWduDl3ji2qhI","Mt. Joy","2022-06-17","https://i.scdn.co/image/ab67616d0000b273e8f427e22592b343cd3108a6","1","4","223626","https://p.scdn.co/mp3-preview/23831af5f7a85e8a57f064882243167b1b5f8fea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:rileybrady0","2022-09-21T15:50:04Z"
"spotify:track:0DwY01hBuR9ljP8MtJL94u","Wngs","spotify:artist:6PEMFpe3PTOksdV4ZXUpbE, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","NxWorries, Anderson .Paak, Knxwledge","spotify:album:0gpxUkqSnLwD50aaRir6jH","Yes Lawd!","spotify:artist:6PEMFpe3PTOksdV4ZXUpbE, spotify:artist:3jK9MiCrA42lLAdMGUZpwa, spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","NxWorries, Anderson .Paak, Knxwledge","2016-10-21","https://i.scdn.co/image/ab67616d0000b273cc186f1bfb7589712e2a881f","1","3","96600","https://p.scdn.co/mp3-preview/5fc709767689e105f5bf58f61e131a4d222091a0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","43","spotify:user:rileybrady0","2022-10-02T02:05:10Z"
"spotify:track:3fjaYBe55xtTZlx5WVo0XQ","Top","spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","Knxwledge","spotify:album:6N7tVXZgGwA8y31bfLiDCL","WT.Prt15","spotify:artist:17Zu03OgBVxgLxWmRUyNOJ","Knxwledge","2019-11-13","https://i.scdn.co/image/ab67616d0000b2737ae085dbea7618b8860e1ffa","1","9","197688","https://p.scdn.co/mp3-preview/b0dece8a53d74a001fd34c5084941d6785812dc7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","17","spotify:user:rileybrady0","2022-10-09T18:44:51Z"
